3,2015-02-10 08:01:22 -0600,"['/t/philosophy', '/t/practices', '/t/satire']",Excuses For Lazy Coders,http://programmingexcuses.com/,/u/walle,6
0,2015-02-10 07:33:56 -0600,"['/t/ios', '/t/lisp']",Goby: Develop iOS apps with ClojureScript.,https://github.com/mfikes/goby,/u/tomjakubowski,2
4,2015-02-09 08:53:46 -0600,"['/t/emacs', '/t/release']",An Helm front-end for Lobste.rs,https://github.com/julienXX/helm-lobste.rs,/u/julienXX,22
0,2015-02-09 12:21:34 -0600,['/t/programming'],How I Start. Nim,http://howistart.org/posts/nim/1,/u/apg,13
2,2015-02-09 15:01:47 -0600,['/t/math'],The Patriot Missile Failure,http://www.ima.umn.edu/~arnold/disasters/patriot.html,/u/old_sound,7
0,2015-02-09 10:54:11 -0600,"['/t/programming', '/t/web']",.htaccess Snippets,https://github.com/phanan/htaccess,/u/robin,9
1,2015-02-09 11:00:13 -0600,['/t/release'],p2pvc: A point to point color terminal video chat (with audio),https://github.com/mofarrell/p2pvc,/u/journeysquid,7
0,2015-02-09 13:13:36 -0600,"['/t/browsers', '/t/networking', '/t/web']","Hello HTTP/2, Goodbye SPDY",https://blog.chromium.org/2015/02/hello-http2-goodbye-spdy-http-is_9.html,/u/jcs,6
15,2015-02-09 08:06:24 -0600,['/t/ask'],What are you working on this week?,/s/o7juay/what_are_you_working_on_this_week,/u/BruceM,15
0,2015-02-09 21:55:20 -0600,['/t/compsci'],MetaLibm: code generators for the libm and beyond,http://www.metalibm.org/,/u/sanxiyn,1
3,2015-02-08 22:32:07 -0600,"['/t/slides', '/t/databases']",Modern SQL in Postgres,http://www.slideshare.net/MarkusWinand/modern-sql,/u/kb,18
3,2015-02-08 14:30:15 -0600,"['/t/video', '/t/programming']",bodyfuck: a gestural brainfuck interpreter,http://forum.openframeworks.cc/t/bodyfuck-a-gestural-brainfuck-interpreter/2772,/u/old_sound,22
1,2015-02-09 09:31:19 -0600,['/t/javascript'],Embracing Promises in JavaScript,http://javascriptplayground.com/blog/2015/02/promises/,/u/jackfranklin,2
0,2015-02-09 16:50:00 -0600,['/t/culture'],Crowdsourcing isn’t broken,https://medium.com/@harper/crowdsourcing-isnt-broken-5681da92b109,/u/jcs,2
0,2015-02-08 23:41:00 -0600,"['/t/programming', '/t/web']",The “Web Application” Myth,https://medium.com/@codepo8/the-web-application-myth-69c6b1506515,/u/trousers,7
0,2015-02-09 11:11:05 -0600,"['/t/dotnet', '/t/programming', '/t/ruby', '/t/web', '/t/windows']","Running Ruby on Rails on IIS8 (or anything else, really) with the new HttpPlatformHandler",http://www.hanselman.com/blog/AnnouncingRunningRubyOnRailsOnIIS8OrAnythingElseReallyWithTheNewHttpPlatformHandler.aspx,/u/JeremyMorgan,1
1,2015-02-08 21:55:57 -0600,"['/t/compilers', '/t/programming']",Silver: A new (third-party) Swift compiler,http://elementscompiler.com/elements/silver/,/u/BruceM,5
0,2015-02-08 16:28:35 -0600,['/t/api'],Who fetches our blog feed,http://blog.superfeedr.com/wh-fetches-our-blog-feed/,/u/julien,7
10,2015-02-08 17:18:04 -0600,['/t/culture'],"GCC, LLVM, Copyleft, Companies, and Non-Profits (2014)",http://ebb.org/bkuhn/blog/2014/01/26/llvm.html,/u/JordiGH,12
2,2015-02-08 10:44:48 -0600,['/t/programming'],Cohort Visualizer - A handy tool for browsing cohort datasets,http://bslatkin.github.io/cohorts/,/u/robin,6
0,2015-02-08 22:14:59 -0600,"['/t/javascript', '/t/programming']","Tail Calls, Default Arguments, and Excessive Recycling in ES-6",http://raganwald.com/2015/02/07/tail-calls-defult-arguments-recycling.html,/u/BruceM,2
10,2015-02-07 16:37:22 -0600,['/t/unix'],Moreutils,http://joeyh.name/code/moreutils/,/u/kb,24
0,2015-02-08 17:38:17 -0600,"['/t/javascript', '/t/programming']",iMessageClient - a CLI client for iMessage,https://github.com/CamHenlin/imessageclient,/u/zacbrown,2
3,2015-02-07 22:25:51 -0600,['/t/programming'],Are static typing and functional programming winning?,http://brikis98.blogspot.com.au/2015/02/are-static-typing-and-functional.html,/u/pushcx,9
60,2015-02-07 08:38:08 -0600,"['/t/c', '/t/emacs']","RMS Feels There's ""A Systematic Effort To Attack GNU Packages""",http://www.phoronix.com/scan.php?page=news_item&px=RMS-Emacs-Gud-LLVM,/u/journeysquid,36
