9,2017-12-26 23:54:11 -0600,['/t/vcs'],A Branching Strategy Simpler than GitFlow: Three-Flow,http://www.nomachetejuggling.com/2017/04/09/a-different-branching-strategy/,/u/clacke,10
0,2017-12-27 17:09:43 -0600,"['/t/css', '/t/web']",Thoughts on a Syntax for Element Queries,https://codepen.io/tomhodgins/post/thoughts-on-a-syntax-for-element-queries,/u/innovati,1
0,2017-12-27 15:05:07 -0600,['/t/vcs'],GitHub’s “Squash and Merge” doesn’t Squash and doesn’t Merge! Trade-offs with Merging,https://maori.geek.nz/githubs-squash-and-merge-doesn-t-squash-and-doesn-t-merge-5044be7cd124,/u/calvin,3
0,2017-12-27 06:56:51 -0600,['/t/assembly'],"Undocumented 8086 Opcodes, Part I",http://www.os2museum.com/wp/undocumented-8086-opcodes-part-i/,/u/calvin,8
0,2017-12-27 10:15:36 -0600,"['/t/clojure', '/t/java', '/t/math', '/t/performance']","Clojure Numerics, Part 6 - More Linear Algebra Fun with Least Squares",http://dragan.rocks/articles/17/Clojure-Numerics-6-More-Linear-Algebra-Fun-with-Least-Squares,/u/dragandj,2
12,2017-12-26 10:14:31 -0600,"['/t/programming', '/t/rust']",Outperforming Rust With Functional Programming,http://blog.vmchale.com/article/fast-functional,/u/btbytes,29
5,2017-12-26 17:33:40 -0600,"['/t/hardware', '/t/historical']",The Architecture of the Burroughs B-5000,https://www.smecc.org/The%20Architecture%20%20of%20the%20Burroughs%20B-5000.htm,/u/adsouza,14
3,2017-12-26 15:28:29 -0600,['/t/graphics'],Dwitter: interesting visuals in 140 character of JavaScript,https://www.dwitter.net/top,/u/Yogthos,27
0,2017-12-27 17:29:03 -0600,"['/t/ai', '/t/python']",Topic Modeling with Scikit Learn,https://medium.com/mlreview/topic-modeling-with-scikit-learn-e80d33668730,/u/unbalancedparentheses,1
0,2017-12-27 10:37:31 -0600,"['/t/c++', '/t/security']",Bot Fighting 201: Declarative Data+Code Obfuscation with Build-Time Polymorphism in C++,http://ithare.com/bot-fighting-201-declarative-datacode-obfuscation-with-build-time-polymorphism-in-c/,/u/mikejsavage,3
0,2017-12-26 12:48:14 -0600,['/t/vim'],Vim Macro Trickz,https://www.hillelwayne.com/post/vim-macro-trickz/,/u/hwayne,19
0,2017-12-27 15:17:58 -0600,['/t/ai'],deeplearn.js: a hardware-accelerated machine intelligence library for the web,https://deeplearnjs.org/,/u/adsouza,1
0,2017-12-27 15:04:25 -0600,"['/t/c++', '/t/plt']",A friendly type predicate,https://akrzemi1.wordpress.com/2017/12/20/a-friendly-type-predicate/,/u/calvin,1
2,2017-12-26 13:05:26 -0600,['/t/graphics'],Geometry clipmaps: simple terrain rendering with level of detail,http://mikejsavage.co.uk/blog/geometry-clipmaps.html,/u/mikejsavage,13
1,2017-12-27 00:55:30 -0600,"['/t/pdf', '/t/formalmethods', '/t/historical']","Applying ""Design by Contract"" (1992)",http://se.ethz.ch/~meyer/publications/computer/contract.pdf,/u/hwayne,5
3,2017-12-26 20:00:25 -0600,['/t/python'],Notes on CPython Lists,http://rcoh.svbtle.com/notes-of-cpython-lists,/u/calvin,7
0,2017-12-27 07:19:06 -0600,"['/t/education', '/t/security']",Security Education in Uncertain Times: 2017 in Review,https://www.eff.org/deeplinks/2017/12/year-review-security-education-roundup,/u/adsouza,2
1,2017-12-26 19:39:15 -0600,"['/t/networking', '/t/security']","TLS 1.3 is going to save us all, and why IoT is still insecure",https://blog.cloudflare.com/why-iot-is-insecure/,/u/calvin,7
1,2017-12-26 11:13:05 -0600,['/t/hardware'],"A ~4$, 4ICs, Z80 homemade computer on breadboard",https://hackaday.io/project/19000-a-4-4ics-z80-homemade-computer-on-breadboard,/u/kamme,19
2,2017-12-26 14:58:12 -0600,['/t/person'],How I learned to program,https://danluu.com/learning-to-program/,/u/j11g,8
3,2017-12-26 08:22:06 -0600,['/t/programming'],Programming Paradigms and the Procedural Paradox,http://www.lispcast.com/procedural-paradox,/u/GeoffWozniak,16
0,2017-12-26 18:37:33 -0600,"['/t/ml', '/t/web']",A chess-themed bucklescript/TEA tutorial.,https://quernd.github.io/tutorials/tea-chess/,/u/zem,6
0,2017-12-26 17:57:02 -0600,"['/t/hardware', '/t/release']",Intel NUC DCP847SKE Now Supported By Coreboot,https://www.phoronix.com/scan.php?page=news_item&px=Coreboot-NUC-DCP847SKE,/u/sevan,6
0,2017-12-26 10:48:13 -0600,['/t/compsci'],My favorite papers of 2017,http://www.nicolabortignon.com/my-favorite-4-papers-of-2017/,/u/av,13
0,2017-12-26 10:46:11 -0600,['/t/hardware'],Reviving the Apple 410 Color Plotter,https://www.nycresistor.com/2017/12/13/reviving-the-apple-410-color-plotter/,/u/av,10
